game,release_date,price,score,userscore,metascore,owners,playtime,median_playtime,developer,publisher,genre
Heaven And Earth,2017-07-28,3.99,0.0,0.0,0.0,0,0.0,0.0,Michael Hobbs,Michael Hobbs,Early Access
A Duel Hand Disaster: Trackher,2017-08-28,7.99,0.0,0.0,0.0,0,0.0,0.0,Ask An Enemy Studios,Ask An Enemy Studios,Early Access
Gotham Gangsta | FPS vs VIVE | Local Multi-Player Bank Robbery,2016-12-25,0.0,0.0,0.0,0.0,0,0.0,0.0,Lex Dreitser,VRVU,Early Access
Heroes Never Die,2017-07-06,19.99,0.0,0.0,0.0,0,0.0,0.0,FrostbiteGames,FrostbiteGames,Early Access
0 Day,2016-11-15,6.99,0.0,0.0,0.0,0,0.0,0.0,Zero Day Games,Zero Day Games,Early Access
Arena Master,2016-11-17,7.99,0.0,0.0,0.0,0,0.0,0.0,Dreamwalk Studios,Dreamwalk Studios,Early Access
Cut Cut Buffet,2017-02-24,9.99,0.0,0.0,0.0,0,0.0,0.0,2BDev,2BDev,Early Access
The adventure of Kroos,2017-12-06,8.99,0.0,0.0,0.0,0,0.0,0.0,M.J.H.X. Studio,M.J.H.X. Studio,Early Access
Chessia,2017-10-22,7.99,0.0,0.0,0.0,0,0.0,0.0,"Hakki Ozturk, Halil Ibrahim Ozturk",Hakki Ozturk,Early Access
Space Commander 9,2017-09-19,6.99,0.0,0.0,0.0,0,0.0,0.0,Alyssium,Alyssium,Early Access
Magician's Gambit,2017-09-01,8.99,0.0,0.0,0.0,0,0.0,0.0,Coding Caveman,Coding Caveman,Early Access
Gamers Unknown Survival,2017-09-10,8.99,0.0,0.0,0.0,0,0.0,0.0,GCTV DevTeam,GamerCrewTV,Early Access
Practisim VR,2017-05-19,19.99,0.0,0.0,0.0,0,0.0,0.0,AncientSky Games,AncientSky Games,Early Access
Pixel Perfect,2017-07-20,9.99,0.0,0.0,0.0,0,0.0,0.0,D. Scott Nettleton,Whipstitch Games,Early Access
Microcosm,2017-06-01,4.99,0.0,0.0,0.0,0,0.0,0.0,paulstraw,paulstraw,Early Access
LifeBase,2017-03-23,12.99,0.0,0.0,0.0,0,0.0,0.0,Patryk Szuberla,Patryk Szuberla,Early Access
Atramentum VR,2017-03-17,1.99,0.0,0.0,0.0,0,0.0,0.0,Craplabs,Craplabs,Early Access
zTime (Danger Noodles!),2016-10-24,4.99,0.0,0.0,0.0,0,0.0,0.0,Hazardous Software,Hazardous Software,Early Access
Slide Ride Arcade,2016-06-15,4.99,0.0,0.0,0.0,0,0.0,0.0,ZeroBit Games,Ocean Media LLC,Early Access
Punch Planet,2017-11-08,19.99,0.0,0.0,0.0,0,0.0,0.0,Sector-K Games,Sector-K Games,Early Access
Nebula,2016-06-02,4.99,0.0,0.0,0.0,0,0.0,0.0,Games by Brundle,Games by Brundle,Early Access
X Caeli: The Iron Hand of Love,2017-12-08,14.99,0.0,0.0,0.0,0,0.0,0.0,Nerd Commando Game Studios,Nerd Commando Game Studios,Early Access
Loot Run,2017-11-28,9.99,0.0,0.0,0.0,0,0.0,0.0,Three Guys Game Studio,Three Guys Game Studio,Early Access
Mustdashe,2017-09-08,3.99,0.0,0.0,0.0,0,0.0,0.0,Chris Germano,Pilone Consulting,Early Access
Zero Gravity,2016-08-28,10.99,0.0,0.0,0.0,0,0.0,0.0,Neo Red Entertainment,Neo Red Entertainment,Early Access
Debugger 3.16: Hack'n'Run,2017-06-20,11.99,0.0,0.0,0.0,0,0.0,0.0,Spiderwork Games,Spiderwork Games,Early Access
Nukklerma: Robot Warfare,2017-01-04,3.99,0.0,0.0,0.0,0,0.0,0.0,KerboGames,KerboGames,Early Access
Wild Game Hunter VR,2016-12-23,11.99,0.0,0.0,0.0,0,0.0,0.0,"fletcher.richman, owockitalki","Boulder VR Studios, Boulder VR Studios - Boulder",Early Access
/Escape Expert,2017-12-08,3.59,0.0,0.0,0.0,0,0.0,0.0,"刘俊亨(Junheng Liu), UNGamingOrg游戏组织玩家团队",刘俊亨(Junheng Liu),Early Access
VRMakingSense,2017-10-20,0.99,0.0,0.0,0.0,0,0.0,0.0,Greg Dziemidowicz,Greg Dziemidowicz,Early Access
The Mirage : Illusion of wish,2017-11-15,7.99,0.0,0.0,0.0,0,0.0,0.0,APPLEMINT,APPLEMINT,Early Access
De Mambo,2017-10-17,12.99,0.0,0.0,0.0,0,0.0,0.0,The Dangerous Kitchen,"The Dangerous Kitchen, Chorus Worldwide",Early Access
Virtual SlotCars,2017-06-09,9.99,0.0,0.0,0.0,0,0.0,0.0,PraGames,PraGames,Early Access
ProtoMasons,2017-10-02,14.99,0.0,0.0,0.0,0,0.0,0.0,ProtoMasons.com,ProtoMasons.com,Early Access
Guardians of Life VR,2017-09-25,8.99,0.0,0.0,0.0,0,0.0,0.0,Yeronimo Apps,Yeronimo Apps,Early Access
Cyberoque,2017-09-27,4.99,0.0,0.0,0.0,0,0.0,0.0,Dnovel,Dnovel,Early Access
Supersonic Tank Cats,2017-09-20,9.99,0.0,0.0,0.0,0,0.0,0.0,Molegato,Molegato,Early Access
NEVRDEAD,2017-08-21,1.99,0.0,0.0,0.0,0,0.0,0.0,CJWorks,CJWorks,Early Access
Aliens&Asteroids,2017-08-28,0.99,0.0,0.0,0.0,0,0.0,0.0,crowgames UG (haftungsbeschränkt),crowgames UG (haftungsbeschränkt),Early Access
Ludoria,2017-03-03,19.99,0.0,0.0,0.0,0,0.0,0.0,Eminent Softworks,Eminent Softworks,Early Access
Return to Planet X,2017-10-17,4.99,0.0,0.0,0.0,0,0.0,0.0,Butterflyware,Butterflyware,Early Access
Goaltender VR,2017-05-09,1.99,0.0,0.0,0.0,0,0.0,0.0,RunByCoffee,RunByCoffee,Early Access
LEVEL UP!,2014-11-24,9.99,0.0,0.0,0.0,0,0.0,0.0,Ranmantaru Games,Ranmantaru Games,Early Access
Medieval Mayhem,2017-12-01,9.99,0.0,0.0,0.0,0,0.0,0.0,Liquid Light Games,Liquid Light Games,Early Access
Totally Realistic Sledding VR,2017-11-30,9.99,0.0,0.0,0.0,0,0.0,0.0,Plectrum Software,Plectrum Software,Early Access
Shadows in the Darkness,2017-10-19,19.99,0.0,0.0,0.0,0,0.0,0.0,Scornz,Scornz,Early Access
Keyscaper,2017-10-30,7.99,0.0,0.0,0.0,0,0.0,0.0,FomoonSoft,FomoonSoft,Early Access
SojournVR,2017-10-31,19.99,0.0,0.0,0.0,0,0.0,0.0,Vixonix Studios LLC,Vixonix Studios LLC,Early Access
Pivot Puzzles,2017-09-26,1.99,0.0,0.0,0.0,0,0.0,0.0,CRJ Games,CRJ Games,Early Access
STICK ENGINE,2017-08-30,4.99,0.0,0.0,0.0,0,0.0,0.0,Triverske,Triverske,Early Access
DEVIL GUNS - DEMON BULLET HELL ARENA,2017-09-15,3.99,0.0,0.0,0.0,0,0.0,0.0,DRUNKEN APES,DRUNKEN APES,Early Access
Game of Dragons,2017-08-03,8.99,0.0,0.0,0.0,0,0.0,0.0,14 Dimension Enterprise,14 Dimension Enterprise,Early Access
Dark: Frontier,2017-07-27,9.99,0.0,0.0,0.0,0,0.0,0.0,PotatoFaceGames,PotatoFaceGames,Early Access
Dawn of the Robot Empire,2016-04-11,9.99,0.0,0.0,0.0,0,0.0,0.0,"oeFun, Inc.","oeFun, Inc.",Early Access
Boxplosion,2017-04-20,7.99,0.0,0.0,0.0,0,0.0,0.0,DNV,DNV,Early Access
COG (Center Of Gravity),2017-03-27,5.99,0.0,0.0,0.0,0,0.0,0.0,"Zero Mass Energy, Inc","Zero Mass Energy, Inc",Early Access
Room Designer VR,2017-02-28,24.99,0.0,0.0,0.0,0,0.0,0.0,productivity-boost.com,productivity-boost.com,Early Access
CodeRed: Agent Sarah's Story - Day one,2017-12-12,9.99,0.0,0.0,0.0,0,0.0,0.0,LivinThing Studio,LivinThing Studio,Early Access
Empress of Gold,2017-11-28,3.99,0.0,0.0,0.0,0,0.0,0.0,Tobop Productions,Tobop Productions,Early Access
AgeOfDarkness,2017-11-21,17.99,0.0,0.0,0.0,0,0.0,0.0,Steven Mildenhall,Steven Mildenhall,Early Access
PuppetsVR,2017-09-27,4.99,0.0,0.0,0.0,0,0.0,0.0,Expo Virtualis,Expo Virtualis,Early Access
Just Death,2016-02-24,14.99,0.0,0.0,0.0,0,0.0,0.0,Radioactive-Software,Radioactive-Software,Early Access
Sellsword VR,2017-09-29,19.99,0.0,0.0,0.0,0,0.0,0.0,Emerald Beast Studios,Emerald Beast Studios,Early Access
Commercium,2016-11-17,14.99,0.0,0.0,0.0,0,0.0,0.0,Ice Cold Games,Ice Cold Games,Early Access
Clothesline Carnage,2017-08-02,4.99,0.0,0.0,0.0,0,0.0,0.0,"Derrick Wierzbicki, Ryan Rothweiler",DWI Videogames,Early Access
LIBERTY VR,2017-07-03,7.99,0.0,0.0,0.0,0,0.0,0.0,JUMP OR FALL,JUMP OR FALL,Early Access
PAWARUMI,2017-10-23,16.99,0.0,0.0,0.0,0,0.0,0.0,Manufacture 43,Manufacture 43,Early Access
Asher,2016-10-31,5.99,0.0,0.0,0.0,0,0.0,0.0,Danl2o2o,Danl2o2o,Early Access
Freefall,2017-06-01,4.99,0.0,0.0,0.0,0,0.0,0.0,Shockk,Shockk,Early Access
Immerse Creator,2017-04-18,19.99,0.0,0.0,0.0,0,0.0,0.0,JonBrouchoud,"Arch Virtual, LLC",Early Access
Fly Away,2017-03-20,4.99,0.0,0.0,0.0,0,0.0,0.0,Faceless Studios,Faceless Studios,Early Access
Alveari,2016-10-10,14.99,0.0,0.0,0.0,0,0.0,0.0,BeehiveBob,BeehiveBob,Early Access
Axes and Arrows,2015-10-08,9.99,0.0,0.0,0.0,0,0.0,0.0,The Net Champs,The Net Champs,Early Access
Oscar Mike VR,2016-12-01,19.99,0.0,0.0,0.0,0,0.0,0.0,For Loop Games,For Loop Games,Early Access
Brush Up VR,2017-02-01,0.99,0.0,0.0,0.0,0,0.0,0.0,Games That Work,Games That Work,Early Access
Guardian of The Demon Valley,2016-10-20,1.99,0.0,0.0,0.0,0,0.0,0.0,Lily Games,Himi Games,Early Access
Divide & Conquer,2017-11-29,9.99,0.0,0.0,0.0,0,0.0,0.0,Lunchbox Edu,Lunchbox Edu,Early Access
New World: The Tupis,2017-11-30,9.99,0.0,0.0,0.0,0,0.0,0.0,Novo Mundo,Novo Mundo,Early Access
CYCOM: Cybernet Combat,2017-10-30,4.99,0.0,0.0,0.0,0,0.0,0.0,Virtual World Arcade,Virtual World Arcade,Early Access
Volleying,2017-10-16,3.99,0.0,0.0,0.0,0,0.0,0.0,Gestalt Development Studio,Gestalt Development Studio,Early Access
Erwin's Timewarp,2015-09-21,9.99,0.0,0.0,0.0,0,0.0,0.0,Jayanam,Jayanam,Early Access
Planet Bash,2017-09-08,4.99,0.0,0.0,0.0,0,0.0,0.0,Killerkun,Big Red Planet,Early Access
BoostBots VR,2017-08-09,9.99,0.0,0.0,0.0,0,0.0,0.0,Sundermix LLC,Sundermix LLC,Early Access
Daath Origins,2017-09-14,9.99,0.0,0.0,0.0,0,0.0,0.0,"BLACK LODGE GAMES, LLC","BLACK LODGE GAMES, LLC",Early Access
HUNGER,2017-06-21,5.99,0.0,0.0,0.0,0,0.0,0.0,Black Smerch,Black Smerch,Early Access
VR Karts,2015-04-17,0.0,0.0,0.0,0.0,0,0.0,0.0,Viewpoint Games,Viewpoint Games,Early Access
Gritty Bit VR,2017-05-26,4.99,0.0,0.0,0.0,0,0.0,0.0,OD.,OD.,Early Access
Rothschild: The Sheep Will Wake,2015-11-23,9.99,0.0,0.0,0.0,0,0.0,0.0,Loudpak Studios,Loudpak Studios,Early Access
"Seed Of The Arcane , Episode 1",2017-05-11,10.99,0.0,0.0,0.0,0,0.0,0.0,Infosuccess3d,Infosuccess3d,Early Access
Fork Truck Challenge,2015-07-24,7.99,0.0,0.0,0.0,0,0.0,0.0,Mint Arcade Ltd.,Mint Arcade Ltd.,Early Access
Wills and Wonders,2016-08-22,9.99,0.0,0.0,0.0,0,0.0,0.0,On The Wall Entertainment,On The Wall Entertainment,Early Access
Team Fortress 2,2007-10-10,0.0,85.0,93.0,92.0,43952136,78.2,3.81666666667,Valve,Valve,Free to Play
Unturned,2017-07-07,0.0,77.0,91.0,0.0,33517329,20.9,2.53333333333,Smartly Dressed Games,Smartly Dressed Games,Free to Play
Warframe,2013-03-25,0.0,77.0,91.0,69.0,20042461,73.0333333333,4.25,Digital Extremes,Digital Extremes,Free to Play
Heroes & Generals,2016-10-18,0.0,23.0,66.0,0.0,16149604,12.4,0.833333333333,Reto-Moto,Reto-Moto,Free to Play
Paladins,2016-09-15,0.0,58.0,85.0,0.0,15693568,22.4166666667,4.1,Hi-Rez Studios,Hi-Rez Studios,Free to Play
Robocraft,2017-08-24,0.0,31.0,72.0,0.0,13540765,18.7833333333,2.23333333333,Freejam,Freejam,Free to Play
War Thunder,2013-08-15,0.0,51.0,82.0,81.0,13075629,47.3333333333,4.4,Gaijin Entertainment,Gaijin Entertainment,Free to Play
Trove,2015-07-09,0.0,40.0,77.0,0.0,8981775,20.45,1.91666666667,Trion Worlds,Trion Worlds,Free to Play
No More Room in Hell,2013-10-31,0.0,70.0,89.0,0.0,8638782,6.95,1.31666666667,No More Room in Hell Team,Lever Games,Free to Play
PlanetSide 2,2012-11-20,0.0,53.0,83.0,84.0,8604042,24.45,2.36666666667,Daybreak Game Company,Daybreak Game Company,Free to Play
Path of Exile,2013-10-23,0.0,81.0,92.0,86.0,8550277,65.0833333333,4.13333333333,Grinding Gear Games,Grinding Gear Games,Free to Play
Warface,2014-07-01,0.0,28.0,70.0,62.0,8517742,15.85,1.68333333333,Crytek,My.com,Free to Play
Brawlhalla,2017-10-17,0.0,61.0,86.0,0.0,8374094,13.9666666667,2.2,Blue Mammoth Games,Blue Mammoth Games,Free to Play
Dirty Bomb,,0.0,46.0,80.0,63.0,8234581,11.4666666667,1.05,Splash Damage,Warchest Ltd.,Free to Play
Counter-Strike Nexon: Zombies,2014-10-07,0.0,23.0,66.0,0.0,8212247,16.85,0.716666666667,Nexon,Nexon Europe GmbH,Free to Play
SMITE,2015-09-08,0.0,56.0,84.0,83.0,6986407,38.5166666667,2.41666666667,Hi-Rez Studios,Hi-Rez Studios,Free to Play
Evolve Stage 2,2015-02-10,0.0,23.0,66.0,77.0,5990240,8.81666666667,1.75,Turtle Rock Studios,2K,Free to Play
Loadout,2014-01-31,0.0,61.0,86.0,72.0,5932890,6.81666666667,1.78333333333,Edge of Reality,Edge of Reality,Free to Play
Marvel Heroes Omega,2013-06-03,0.0,31.0,72.0,81.0,5616918,28.2333333333,1.2,Gazillion Entertainment,Gazillion Entertainment,Free to Play
APB Reloaded,2011-12-06,0.0,19.0,63.0,0.0,5356641,25.95,2.21666666667,Reloaded Productions,Reloaded Games,Free to Play
Clicker Heroes,2015-05-13,0.0,74.0,90.0,0.0,5349748,107.916666667,6.25,Playsaurus,Playsaurus,Free to Play
theHunter Classic,2014-06-03,0.0,5.0,42.0,0.0,5249111,6.95,0.65,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",Free to Play
Neverwinter,2013-12-05,0.0,42.0,78.0,74.0,5208580,32.1833333333,4.83333333333,Cryptic Studios,Perfect World Entertainment,Free to Play
Infestation: The New Z,2016-11-22,0.0,8.0,48.0,0.0,4846288,13.9666666667,0.866666666667,Fredaikis AB,Fredaikis AB,Free to Play
Freestyle 2: Street Basketball,2015-04-01,0.0,33.0,73.0,0.0,4711186,14.7833333333,1.13333333333,Joycity,Joycity,Free to Play
AdVenture Capitalist,2015-03-30,0.0,74.0,90.0,0.0,4559266,40.3166666667,3.11666666667,Hyper Hippo Games,Hyper Hippo Games,Free to Play
Last Man Standing,2017-03-29,0.0,19.0,63.0,0.0,4502192,6.4,1.13333333333,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,Free to Play
TERA,2015-05-05,0.0,46.0,80.0,77.0,4477102,28.6333333333,4.2,"Bluehole, Inc.",En Masse Entertainment,Free to Play
Creativerse,2017-05-08,0.0,46.0,80.0,0.0,4430505,8.61666666667,1.35,Playful Corporation,Playful Corporation,Free to Play
Nosgoth,2014-03-26,0.0,0.0,0.0,0.0,4292095,7.41666666667,0.966666666667,Psyonix,Square Enix,Free to Play
Black Squad,2017-07-28,0.0,31.0,72.0,0.0,4258182,7.85,1.06666666667,NS STUDIO,NEOWIZ,Free to Play
BLOCKADE 3D,2014-12-19,0.0,15.0,59.0,0.0,4084204,7.53333333333,0.85,Shumkov Dmitriy,Shumkov Dmitriy,Free to Play
Tom Clancy's Ghost Recon Phantoms - EU,,0.0,29.0,71.0,0.0,4058011,25.5166666667,3.55,Ubisoft Singapore,Ubisoft,Free to Play
Fistful of Frags,2014-05-09,0.0,77.0,91.0,0.0,4023822,5.18333333333,1.2,Fistful of Frags Team,Fistful of Frags Team,Free to Play
Fallout Shelter,2017-03-29,0.0,58.0,85.0,63.0,3870799,11.15,1.91666666667,Bethesda Game Studios,Bethesda Softworks,Free to Play
Survarium,2015-04-02,0.0,10.0,52.0,0.0,3854531,7.61666666667,0.633333333333,Vostok Games,Vostok Games,Free to Play
RaceRoom Racing Experience,2013-02-12,0.0,13.0,57.0,0.0,3847087,4.06666666667,0.433333333333,Sector3 Studios,"Sector3 Studios, RaceRoom Entertainment AG",Free to Play
Battlerite,2017-11-08,0.0,64.0,87.0,84.0,3806557,14.3666666667,3.18333333333,Stunlock Studios,Stunlock Studios,Free to Play
Defiance,2014-06-04,0.0,38.0,76.0,64.0,3788635,18.0333333333,2.41666666667,"Trion Worlds, Inc.","Trion Worlds, Inc.",Free to Play
HAWKEN,2014-02-14,0.0,53.0,83.0,73.0,3743969,7.0,0.933333333333,"Hawken Entertainment, Inc.",505 Games,Free to Play
Magicka: Wizard Wars,2015-04-28,0.0,0.0,0.0,0.0,3530839,3.83333333333,0.8,Paradox North,Paradox Interactive,Free to Play
Blacklight: Retribution,2012-07-02,0.0,36.0,75.0,75.0,3365133,11.8666666667,1.51666666667,Hardsuit Labs,Hardsuit Labs,Free to Play
GunZ 2: The Second Duel,2014-05-01,0.0,24.0,67.0,0.0,3361273,8.01666666667,0.833333333333,"Masangsoft, Inc.","Masangsoft, Inc.",Free to Play
Dungeon Defenders II,2017-06-20,0.0,34.0,74.0,0.0,3305854,13.0666666667,2.0,Trendy Entertainment,Trendy Entertainment,Free to Play
The Expendabros,2014-08-05,0.0,97.0,97.0,0.0,3271940,2.53333333333,1.01666666667,Free Lives,Devolver Digital,Free to Play
Spiral Knights,2011-06-14,0.0,53.0,83.0,64.0,3219554,20.1166666667,1.5,Grey Havens,,Free to Play
Realm of the Mad God,2012-02-20,0.0,53.0,83.0,82.0,3193361,23.2833333333,1.23333333333,Wild Shadow Studios,Deca Games,Free to Play
Gotham City Impostors Free to Play,2012-08-30,0.0,56.0,84.0,0.0,3137666,4.65,0.85,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,Free to Play
Block N Load,2015-04-30,0.0,40.0,77.0,72.0,3085279,8.58333333333,1.13333333333,"Jagex, Artplant",Jagex,Free to Play
Firefall,2014-07-29,0.0,18.0,62.0,60.0,3016074,13.4,1.36666666667,Red 5 Studios,Red 5 Studios,Free to Play
Fishing Planet,2017-08-28,0.0,36.0,75.0,0.0,2964515,12.35,0.75,Fishing Planet LLC,Fishing Planet LLC,Free to Play
Argo,2017-06-22,0.0,7.0,46.0,0.0,2911853,2.05,0.433333333333,Bohemia Interactive,Bohemia Interactive,Free to Play
S.K.I.L.L. - Special Force 2 (Shooter),2015-05-19,0.0,26.0,69.0,0.0,2908545,11.7666666667,1.48333333333,"Dragonfly GF Co., LTD",Gameforge 4D GmbH,Free to Play
RIFT,2011-03-01,0.0,38.0,76.0,84.0,2879318,40.55,3.36666666667,Trion Worlds,Trion Worlds,Free to Play
Tactical Intervention,2013-10-08,0.0,18.0,62.0,47.0,2823899,3.8,0.416666666667,"FIX Korea, Co.LTD, FIX Games, Co. LTD","FIX Games, Co. LTD",Free to Play
Toribash,2014-05-16,0.0,67.0,88.0,0.0,2820866,5.28333333333,0.716666666667,Nabi Studios,"Nicalis, Inc.",Free to Play
World of Guns: Gun Disassembly,2014-05-21,0.0,48.0,81.0,0.0,2775924,3.31666666667,0.616666666667,Noble Empire Corp.,Noble Empire Corp.,Free to Play
World of Tanks Blitz,2016-11-09,0.0,31.0,72.0,0.0,2704789,27.9,1.73333333333,Wargaming Group Limited,Wargaming Group Limited,Free to Play
Magic Duels,2015-07-29,0.0,29.0,71.0,0.0,2651300,30.7666666667,2.26666666667,Stainless Games Ltd.,Wizards of the Coast LLC,Free to Play
America's Army: Proving Grounds,,0.0,38.0,76.0,0.0,2625107,16.0166666667,0.533333333333,U.S. Army,U.S. Army,Free to Play
The Lord of the Rings Online,2012-06-06,0.0,51.0,82.0,86.0,2618765,26.5833333333,1.66666666667,"Standing Stone Games, LLC","Standing Stone Games, LLC",Free to Play
DC Universe Online,2011-11-02,0.0,48.0,81.0,72.0,2596984,24.5166666667,5.63333333333,Daybreak Game Company,Daybreak Game Company,Free to Play
Transformice,2015-01-30,0.0,53.0,83.0,0.0,2585955,14.8,0.766666666667,Atelier 801,Atelier 801,Free to Play
Aura Kingdom,,0.0,44.0,79.0,0.0,2545149,18.0,1.18333333333,X-Legend,Aeria Games,Free to Play
Codename CURE,2017-10-31,0.0,51.0,82.0,0.0,2493865,2.45,0.583333333333,Hoobalugalar_X,Hoobalugalar_X,Free to Play
Awesomenauts - the 2D moba,2012-08-01,0.0,58.0,85.0,78.0,2440928,21.6,4.71666666667,Ronimo Games,Ronimo Games,Free to Play
Fractured Space,2016-09-22,0.0,33.0,73.0,79.0,2380270,5.46666666667,0.666666666667,Edge Case Games Ltd.,Edge Case Games Ltd.,Free to Play
WARMODE,2015-08-25,0.0,16.0,60.0,0.0,2366484,2.1,0.5,WARTEAM,WARTEAM,Free to Play
Line of Sight,2017-01-31,0.0,13.0,56.0,0.0,2302517,3.45,0.7,BlackSpot Entertainment,BlackSpot Entertainment,Free to Play
Star Conflict,2013-02-27,0.0,40.0,77.0,75.0,2272188,17.8333333333,1.28333333333,Star Gem Inc.,Gaijin Entertainment,Free to Play
Tree of Savior (English Ver.),2016-03-28,0.0,16.0,60.0,0.0,2264468,56.5666666667,4.56666666667,"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",Free to Play
Tribes: Ascend,2012-06-27,0.0,44.0,79.0,86.0,2211255,8.03333333333,0.666666666667,Hi-Rez Studios,Hi-Rez Studios,Free to Play
The Mighty Quest For Epic Loot,2014-02-25,0.0,23.0,66.0,64.0,2204086,14.5666666667,3.38333333333,Ubisoft Montreal,Ubisoft Montreal,Free to Play
ArcheBlade,2014-04-25,0.0,33.0,73.0,0.0,2177617,4.88333333333,0.666666666667,CodeBrush Games,Codebrush Games,Free to Play
Fallen Earth Free2Play,2012-02-22,0.0,13.0,56.0,71.0,2165210,8.65,0.666666666667,Reloaded Productions,Gamersfirst,Free to Play
Mitos.is: The Game,2015-07-29,0.0,51.0,82.0,0.0,2129367,10.1833333333,1.1,Freakinware Studios,Freakinware Studios,Free to Play
Double Action: Boogaloo,2014-10-23,0.0,81.0,92.0,0.0,2104276,2.15,0.633333333333,Double Action Factory,Double Action Factory,Free to Play
Knight Online,2016-01-25,0.0,7.0,46.0,0.0,2051339,37.2,0.283333333333,"Noah System, Mgame",NTTGame,Free to Play
Romero's Aftermath,2015-09-24,0.0,16.0,60.0,0.0,2043894,5.4,0.8,Free Reign Entertainment,"OP Productions LLC, Free Reign East LLC",Free to Play
Red Crucible: Firestorm,2015-12-22,0.0,15.0,59.0,0.0,2022113,2.9,0.4,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",Free to Play
Sven Co-op,2016-01-22,0.0,74.0,90.0,0.0,2017701,4.03333333333,0.833333333333,Sven Co-op Team,Sven Co-op Team,Free to Play
sZone-Online,2015-12-29,0.0,4.0,40.0,0.0,1966969,5.9,0.35,Cybertime System,Cybertime System,Free to Play
Alien Swarm: Reactive Drop,2017-04-20,0.0,85.0,93.0,0.0,1965039,2.88333333333,0.833333333333,Reactive Drop Team,Reactive Drop Team,Free to Play
Happy Wars,2014-07-23,0.0,40.0,77.0,0.0,1938846,4.28333333333,0.75,Toylogic inc.,Toylogic inc.,Free to Play
SNOW,2013-10-10,0.0,31.0,72.0,0.0,1935262,3.96666666667,0.466666666667,Poppermost Productions,Poppermost Productions,Free to Play
Pro Evolution Soccer 2016 myClub,2016-02-03,0.0,14.0,58.0,0.0,1922027,13.1333333333,1.15,Konami Digital Entertainment,Konami Digital Entertainment,Free to Play
Ghost in the Shell: Stand Alone Complex - First Assault Online,2016-07-28,0.0,25.0,68.0,0.0,1863299,7.18333333333,0.983333333333,Neople,Nexon,Free to Play
Rise of Incarnates,2015-06-30,0.0,0.0,0.0,0.0,1817806,1.0,0.266666666667,BANDAI NAMCO Studio,BANDAI NAMCO Entertainment,Free to Play
DCS World,2013-08-02,0.0,42.0,78.0,0.0,1799333,4.95,0.15,Eagle Dynamics SA,The Fighter Collection,Free to Play
Star Trek Online,2012-01-31,0.0,38.0,76.0,76.0,1799057,69.7,5.03333333333,Cryptic Studios,Perfect World Entertainment,Free to Play
Emily is Away,2015-11-20,0.0,67.0,88.0,0.0,1788304,1.4,0.683333333333,Kyle Seeley,Kyle Seeley,Free to Play
Orcs Must Die! Unchained,2017-04-19,0.0,24.0,67.0,87.0,1764868,8.7,0.983333333333,Robot Entertainment,Robot Entertainment,Free to Play
Riders of Icarus,2016-07-06,0.0,23.0,66.0,0.0,1755218,22.9166666667,1.48333333333,WeMade,Nexon America,Free to Play
A.V.A. Alliance of Valiant Arms,2011-06-14,0.0,9.0,51.0,0.0,1655960,12.9333333333,0.7,Red Duck Inc.,En Masse Entertainment,Free to Play
Deceit,2017-03-03,0.0,28.0,70.0,0.0,1619289,4.95,1.18333333333,Automaton,Automaton,Free to Play
Strife,2015-05-22,0.0,38.0,76.0,0.0,1597508,7.83333333333,1.28333333333,S2 Games,S2 Games,Free to Play
Stronghold Kingdoms,2012-02-27,0.0,23.0,66.0,75.0,1566076,77.95,0.8,FireFly Studios,FireFly Studios,Free to Play
Super MNC,2012-04-19,0.0,24.0,67.0,76.0,1542640,7.76666666667,0.616666666667,Uber Entertainment,Uber Entertainment,Free to Play
AirMech Strike,2012-11-08,0.0,61.0,86.0,0.0,1512035,9.48333333333,1.43333333333,Carbon Games,Carbon Games,Free to Play
EVE Online,2010-12-15,0.0,40.0,77.0,88.0,1500731,69.2333333333,1.9,CCP,CCP,Free to Play
Brick-Force,2014-12-11,0.0,3.0,37.0,0.0,1499904,2.01666666667,0.3,Exe Games Inc.,Infernum Games GmbH,Free to Play
Everlasting Summer,2014-11-19,0.0,92.0,95.0,0.0,1467645,12.3333333333,1.95,Soviet Games,Soviet Games,Free to Play
Gigantic,2017-07-19,0.0,29.0,71.0,76.0,1424081,4.41666666667,0.833333333333,Motiga Inc.,Perfect World Entertainment,Free to Play
Tiger Knight: Empire War,2016-10-24,0.0,42.0,78.0,0.0,1368111,14.3333333333,1.15,NetDragon Websoft Holdings Limited,Oasis Games,Free to Play
Pixel Puzzles Ultimate,2016-09-09,0.0,26.0,69.0,0.0,1349913,4.61666666667,2.36666666667,DL Softworks,KISS ltd,Free to Play
Bloons TD Battles,2016-04-20,0.0,53.0,83.0,0.0,1349362,9.08333333333,1.23333333333,Ninja Kiwi,Ninja Kiwi,Free to Play
WAKFU,2014-09-18,0.0,44.0,79.0,76.0,1347432,23.7,1.91666666667,Ankama Studio,Ankama Games,Free to Play
